,index,Sentence,labels
6801,3969,"Rechnungen wurden über E-Banking gemacht, ein Bericht geschrieben und ein Lebensmitteltagebuch ausgedruckt.",1
9638,551,Es gibt eine kleine Pizza mit nur wenigen Artikeln.,1
5888,2207,"Ich fühle Magenschmerzen am Abend, da mein Magen nicht mehr an diese Art von Chaos gewöhnt ist.",0
8841,4206,Die privaten Hemden und Hosen sitzen fest.,0
7434,1260,"Ich denke, das ist das süßeste Geschenk, das ich mir selbst geben kann, ich werde einfach ein anderes Essen überspringen.",1
8911,3452,Abgeschwächt und kann wieder am Leben teilnehmen.,0
5219,1084,"Ich kann ihnen nicht sagen, was sie tun sollen.",0
6494,4719,Ich konnte meine Mahlzeiten behalten.,1
8703,319,Ich habe nichts zu verlieren und werde mich einmischen.,2
7109,4560,Das Intervall muss konsistenter sein und ich muss mich mehr bewegen.,2
5470,4201,Ich werde es ins Wasser und auf die Medizin mit einer Gewichtszunahme legen.,0
7251,450,Die Pfunde tränken auf mein tägliches Gewicht.,0
5979,2476,"Ich fühle mich nicht so, als würde man mich verstehen.",0
2260,499,"  Ich habe etwas ausgetestet, merkte, dass in meinen Fall es funktionierte..",1
2109,3425," Vor allem, ich bin soweit noch gesund!!!!",0
8688,1699,Mein Hals wurde von Keksen gebrochen.,1
6649,786,Es ist nicht sehr schnell.,0
6741,4445,"Ich hoffe, der Rückgang hört nicht vor dem Uhu auf.",0
3264,1592,) am Montag ganz normal weitermachen und automatisch ein paar Kcal einspare.,1
8302,817,Es war ermüdend...,0
1646,4316,  Das Adipositas-Zentrum von Liestal hat sich immer noch nicht gemeldet und nach Rücksprache mit dem Psychiater und der Betreuerin versuche ich es nochmals ohne OP und ich habe schon schöne 6 Kilos abgenommen (innerhalb von 8 Wochen).,1
3846,1146,"Ich würde etwas anderes tun müssen, wenn ich zum Sport DI und Do gehen würde, weil ich hungern würde und A müde wäre.",0
6315,359,"Ich gab die Diät auf und aß alles, was ich in die Hände bekommen konnte.",1
588,1560,"  Und bin zu dem Schluß gekommen,das ich weitermachen werde wie bisher.",2
7160,4638,"Ich akzeptiere, dass ich mit dem Brecheisen nicht mehr bekomme oder dass ich es nicht kontrollieren kann.",0
4552,2983,Ich bin der Koch des Henkers.,1
6129,2827,Das kann nicht dasselbe bleiben.,0
2329,1815, heute mittag hab ich mich zb ganz bewußt weggegessen.,1
1705,4218, Ich werde diese mal alle aufschreiben und danach essen.,2
6455,2510,"Ich werde versuchen zu hören, was du zu sagen hast.",2
3992,470,"Es war eine der besten Entscheidungen, die ich je getroffen habe, weil ich seit mehr als zwei Jahren eine Therapie mache.",1
5769,4699,Ich gehe nach oben.,0
1226,4553," Ich darf mich jetzt einfach nicht gehen lassen, sondern dran bleiben.",0
2304,521, So was brauche ich ab und zu.,0
691,3900,  Hallo Suxess  Zuerst gehe ich jetzt mal zur EB und dann schauen wir weiter.,2
8714,1997,"Ich muss es nur durchstehen, obwohl ich ein komisches Gefühl habe.",0
2805,1981,"  Hab mir vorgenommen in den Ferien den Uhu zu knacken,ob das realistisch ist?",2
2228,725, Nuja hab diese Woche auch ein wenig gesündigt gehabt..,1
3019,4166, nur wann?,0
4875,3536,Die 10-Kilo-Reduktion erfolgte recht schnell.,0
5610,266,"Ich fing an, mehr zu trinken.",1
8386,4548,"Sie haben gesagt, dass ich mehr für mich selbst kochen will und dass ich zwei Menüs daraus machen sollte.",0
5370,3830,"Sie hat es überlebt, damit sie es nicht alleine kontrollieren kann.",0
7177,4384,"Um Gewicht zu verlieren, muss ich viel Fleisch essen.",0
4923,1498,Es war zu groß.,0
396,2180," ich kasteie mich ein paar Tage, dann lebt der Schweinehund wieder auf und alles ist wieder da.",1
3406,739,"  und wenn nicht, dann zwinge ich ihm *tztztzt  Hallo @Nicita..",2
2568,4320,  Heute gibt es dann zum Beispiel eine selbstgemachte Gemüsesuppe (die hat mir meine Mutter mitgebracht).,2
5590,290,Ich bin es leid zu warten und es ist Zeit weiter zu gehen.,0
6059,1678,Da will ich enden...,0
1712,2732,  Warum bin ich nicht in der Lage einen einigermassen normalen Körper zu haben???,0
2319,2990,"Wobei es für mich etwas einfacher ist ,  da ich alleine lebe und nicht für andere kochen muss.",0
203,187,"   Ich gebe mir wirklich redlich Mühe, aber die Kilos kleben an mir wie die Motten am Licht!",0
9776,1909,"Ich mag es zu lernen, wann es sein muss, und ich habe dies deshalb akzeptiert.",1
778,4128,")   Ich habe meine Ernährung auf Ketogen umgestellt (75% Fett, 20% Eiweiß, 5% Kohlenhydrate), und halte mich an das 16/8 Untervallfasten (in meinem Fall esse ich zwischen 12 und 20 Uhr 2 Mahlzeiten).",1
8972,1367,"Wenn ich mich nicht liebe, wofür sollte ich kämpfen?",0
4548,872,"Ich stimme zu, dass Sie sich vor dem OP-Tief ernähren sollten.",1
8891,2490,"Ich fühlte ein Gefühl des Lebens, das ich mir vorher nicht vorstellen konnte.",0
3363,1627,   Bald hab ich die 20 kg marke geknackt...,0
5737,2251,"Ich mache ein paar Übungen zu Hause und ich bin glücklich, mich besser zu fühlen.",1
3884,4448,"Ich habe wieder Intervall-Stasis, seit ich meinen neuen Arzt hatte, und ich habe 2 Pfund verloren.",1
8391,2254,Es müsste kein Kilo sein.,0
9219,1978,"Ich versuche, die 100 durch Änderung meiner Ernährung und nicht essen so viel Süßigkeiten.",2
6751,111,Ich mache einmal pro Woche eine Ausrüstungsausbildung.,1
93,3719," Das ist gerade ein wirkliches Problem, weil es mich von einem längeren Spaziergang abhält.",0
6338,2417,"Der einzige Grund, warum ich an Depressionen leide, ist das veränderte soziale Umfeld.",0
8099,1445,"Ich war genervt von einer kleinen Menge von dem, was ich getan habe.",1
4920,2083,Sie müssen sich Ihrer Essgewohnheiten bewusst werden.,0
7141,3373,Es gibt mehr als einen Weg für mich.,0
8062,1383,"Essen ist kein Problem, ich weiß viel über mich selbst.",1
8639,3326,Ich habe kein Geld dafür.,0
4732,1702,"Es ist kein Umfeld für mich, mit netten Leuten zusammen zu sein.",0
2354,3556, Blick nach vorne und ran an den Speck.,0
9197,3315,"Ich habe meinen Arzt und meinen Therapeuten nach einem OP gefragt, aber sie stimmen mir nicht zu.",1
469,4062, Hungrig einkaufen gegangen und natürlich viel ungesundes Zeug gekauft und gegessen.,1
8221,4012,"In der Zwischenzeit trinke ich 4-5 Tassen Tee am Tag, so dass ich nicht lange warten muss.",1
910,4638,"  Aber ich hab inzwischen (meistens zumindest  ) akzeptiert, dass ich mit der Brechstange definitiv nicht weiter komm bzw, dass ich das nicht steuern kann.",0
117,3038,    Irgendwie habe ich Vieles schleifen lassen.,1
8913,3459,"Ich hatte gehofft, dass die Uhu bis zum Sommer geöffnet sein würde, aber das ist es nicht.",0
2579,806,Ich habe mit dieser art von ernährung voriges Jahr 10 kilo abgenommen und mich super gefühlt.,0
5787,749,"Ich habe kein Verlangen nach Kuchen, Süßigkeiten oder selbstgemachten Lebensmitteln, wenn ich frisches Essen esse.",0
953,2712," Aber so wie jetzt kann es auch nicht weitergehen, daher letzte Möglichkeit OP.",0
3172,1122," Durch mein Gewicht kann ich an vielen Dingen des Lebens nicht mehr teilhaben, weil es körperlich einfach nicht mehr geht.",0
8576,389,"Die höchste Eisenbahn, um mir zu helfen, war die, auf der ich einen Nervenzusammenbruch hatte.",1
3937,280,"Ich weiß nicht, ob ich irgendwo hin kann.",0
13,1822," fresswochenende deshalb weil wir besuch hatten und irgendwie den ganzen tag gegessen wurde,ach da wünsch ich mir doch manchmal nen schlauchmagen,aber nur manchmal...",1
655,19," Überhaupt, wo die TK- Produkte und das Fleisch und die Süßigkeiten mittlerweile billiger sind als frisches Gemüse und Obst.",0
8585,4224,Das ist nicht dasselbe wie vorher.,0
3334,3337, denn ohne OP hätte ich das nicht geschafft in dieser Zeit.,0
316,2423,Seid dem Ich mich erstmal abstand von der OP genommen habe geht es mir jedenfall im moment besser.,0
1946,3592,"   Da ich momentan sonst sehr schludrig bin, bin ich froh das ich trotzdem seit Februar mein Gewicht zumindest halten kann.",1
6627,1028,"Ich glaube, ich habe innerhalb eines Jahres eine Pizza gegessen.",1
5008,3185,"Ich entschied mich, im neuen Jahr nicht operiert zu werden.",2
7223,2976,"Ich hoffe, ich kann bald gehen.",0
8609,3228,Ich habe Hunger und es klingt interessant.,0
1079,3822," Aber ich glaube, das liegt bei mir auch daran, dass ich durch das restliche Leben mit den Energiereserven immer am Limit war und bin.",0
9565,3240,Ich bin ein sehr disziplinierter Mensch.,0
3550,2985," Habs nicht über Herz gebracht sie weiter in der Kälte zu lassen, hab sie in den Ofen geschoben und genussvoll verdrückt.",1
6841,2718,"Es ist Bewegung, die du machst.",0
7661,3001,Es wurde um 1500 gemacht.,1
1016,1038, Irgendwann hat er doch wieder gewonnen!,0
2183,2398, Aber die Bewegung fehlt bei mir trotzdem.,1
5919,3312,"Mir ist klar geworden, dass der Hausarzt will, dass ich abhaue.",0
2921,510," Ich habe vor ca 1,5 Jahren angefangen, meine Ernährung zusammen mit einer Ernährungsberaterin komplett umzustellen.",1
8544,661,Ich werde langsamer Gewicht verlieren.,0
5605,2211,Ich hatte einen schweren Rückzug aus meinem letzten Zyklus.,1
858,159," Die lasse ich einfach zu, ohne schlechtes Gewissen, gönne mir was ich haben will und meine zu brauchen und mache am nächsten Tag konsequent weiter.",1
9081,1992,"Das war die Notbremse, denn du musst erst weiterfahren, wenn du krank bist oder dich nicht mehr bewegen kannst.",0
4757,1615,Ich hatte ein halbes Hühnchen mit Pommes im Grillmaster.,1
3085,3903, Das mache ich nun für mein Wohlbefinden jeden Morgen.,0
2804,4018," Geburtstag unter einer Essstörung, zuerst Magersucht, dann Bulimie und jetzt eben Adipositas.",0
8144,1709,"Ich nutze Essen als eine Möglichkeit, eine Aufgabe zu erledigen.",0
7334,84,"Ich habe es bereits unten, weil ich nicht so viel über meinen Geburtstag und zwei Familienbegräbnisse erhöht.",1
5411,2865,"Ich höre auf mich selbst und weiß, was gut ist und was nicht.",1
8899,518,"Wir versuchen, wenig Schweinefleisch zu essen, es gibt mehr Fisch und Geflügel, viel Gemüse und rohe Lebensmittel, und mein Mann macht die Lebensmittel ändern sich großartig mit und unsere Tochter überhaupt nicht bemerken.",1
280,2904,"komme nur nicht immer dazu, aufwändig zu kochen.",0
6981,1241,"Ich müsste den Faktor Mutter komplett ausschalten, wenn ich ihn loswerden würde, und das würde mich gestresst machen.",0
1564,2959, Wenn ich jetzt die Abnehmphase beende kommen ja 1 bis 2 kg Wasser etc wieder rauf.,0
401,4291," Ich nehme wegen dem GU und mangelnder Bewegung sehr langsam ab, aber das ist für Dich ja nicht relevant.",0
7179,1728,"Ich dachte nach den ersten 10 Minuten, dass es mir nicht gefallen würde, aber es war nicht schwer damit zu beginnen.",0
7805,105,"Ich habe beschlossen, dass ich versuchen werde, meine Gewichtszunahme wieder mit Hilfe von L.L.D und konsistenten Lebensmitteln zu stoppen.",2
9539,1448,Ich werde meine Gewichtsgeschichte beim Gehen berücksichtigen.,2
876,2173," Nach einem Jahr hatte ich ca 60 kg abgenommen, ohne OP, seitdem kämpfe ich damit mein Traumgewicht von 86 kg zu erreichen (bin männlich, ca 185cm).",1
2733,1943, Einfach um wieder mehr überblick zu gewinnen.,0
7426,4508,"Ich esse nur eine kleine Menge Flüssigkeit pro Tag, also ist es wahrscheinlich zu viel für mich, zu viel von einer guten Sache zu haben.",1
6372,1815,Ich habe mich bewusst gegessen.,1
3911,1809,Dann kommst du zurück.,0
2941,3595," Was mich ziemlich Überwindung kostet, da ich ziemlich ko bin momentan..",0
4684,3769,"Ich mache eine Pause und versuche, etwas gutes zu essen.",0
1897,199,  Warum wir es nicht schaffen abzunehmen?,0
4114,1706,"Ich bin zuversichtlich, dass ich mich das nächste Mal schützen kann.",0
6919,1737,Es ist etwas.,0
5901,3454,"Danke für die netten Worte, aber ich fand, dass ich diese Woche in der Lage war, mich von mehr als einem Kilo Gepäck zu trennen.",0
2951,604, :mhh: :mhh: Komischerweise mache ich auch auf dem Hometrainer nach zehn Minuten schon schlapp.,0
6200,1941,Externe Links sind Verweise.,1
4025,1237,"Kinder-Watts sehen schlecht uns, jeit et d r nich juut"", höre ich jeden Tag, und deshalb habe ich aufgehört zu essen.",0
5131,135,"Wenn mein Mann und meine Kinder neben mir sitzen, dann kann ich nicht ohne sie auskommen.",0
244,1137,  Bin dann zum Sport.,1
5826,3621,Es tut im unteren Rücken weh.,0
1224,4193," Jetzt achte ich noch mehr, was ich esse.",1
5864,690,Etwas harte Arbeit.,1
1503,1100,"  Trotzdem das es bisher nur ein einhalb Tage waren die ich das mit der Ernährungsumstellung jetzt mache (und die immer noch nicht 100%ig läuft) habe ich es geschafft meine bisher geschaffte Abnahme zu halten, und kam mir dabei sogar etwas überessen vor.",1
6948,1019,Ich habe eigene Strategien entwickelt.,1
1030,3361, Schwimmen gehe ich nach wie vor und das war es auch schon.,1
8414,3958,Am Ende des Monats wollte ich ein kleines Arbeits-T-Shirt ausprobieren.,0
8939,4086,Ich kann es lange behalten.,0
2973,2375, also quasi das ganz grosse Abenteuer :) Wer weiss - vielleicht schon nächsten Sommer?,0
7231,3532,"Solange es funktioniert, bin ich ein langsamer Käufer.",0
4135,2127,"Es ist machbar, aber nicht für mich.",0
4526,2442,"Wenn es Stress für mich ist, ist es das wert.",0
8157,4018,Geburtstag unter einer Essstörung ist der erste.,0
4070,677,Ich möchte bis April nächsten Jahres 80 Gramm erreichen.,0
5417,1023,Dann praktizierte er.,1
8970,1334,"Dieses Gefühl von Fett, anstatt der gebrochene Bauch...",0
4649,168,Das ist eines meiner Hauptgerichte.,0
3161,3643,"  Das Ziel ist jetzt, das Ganzemin 2 max 4 Wochen durchzuziehen und dann ziehe ich Bilanz und sehe mal, wie es weitergeht.",0
2054,4186,"    und       Konnte bis jetzt alles einhalten, was ich bei der EB gelernt habe.",1
3207,1208," Ergebnis auch wenn für viele unglaubwürdig: MEHR ESSEN=ABNAHME / WENIGER ESSEN=ZUNAHME  Das mit dem auf süsses verzichten drei Tage ist ne gute Sache, das mach ich dann am besten ab morgen- denn heute habe ich schon süßes zu mir genommen, dann ist es ja doof.",2
6625,4041,Ich bleibe dran.,1
4917,2799,"Ich glaube, ich hätte zwei oder drei Kilogramm abnehmen können, wenn ich es besser hätte.",0
4758,1615,Ich hatte ein halbes Hühnchen mit Pommes im Grillmaster.,1
736,1702,"  außerdem sind die ganzen menschen,die alle nett waren,keine umgebung für mich.",0
9135,1839,Ich habe nichts gegessen.,1
8182,4722,"Ich kann nicht wirklich dorthin zurück, wo ich war.",0
3683,3154," Nächste Woche gelobe ich Besserung    Also 0kg, keine Veränderung im Koffer  Allen mitstreitern ein schönes Woichenende",2
3027,4386,"  Mein Leben lang musste ich Gelüsten und Hungergefühlen außerhalb der Reihe widerstehen und jetzt soll ich mich zwingen zu essen, obwohl ich nicht essen will.",0
918,4120," Im Grunde hatte ich den Gedanken ja auch schon, dass ich eigentlich mein Leben so ändern müsste, dass ich Essen nicht als Befriedigung brauche bzw dass ich rausfinden müsste, wie mein Leben sein müsste, damit ich auch so zufrieden bin.",0
1303,2676,  Für mich sehe ich eine Möglichkeit der EB nur in der Klinik.,0
2999,4278," Nicht mehr, ob ich darf oder nicht darf..",2
5687,2840,"Ich halte mich an meine Beine, so kann es bleiben.",0
6597,2328,Mein Body-Mass-Index stieg von 55 auf 45.,0
7784,3134,Ich denke morgen früh ans Frühstück.,0
1538,882," Jetzt habe ich es erst, wenn es meinen Darm fast sprengt.",0
8229,4492,Es ist immer noch besser als eine Abnahme.,0
7314,700,"Ich könnte morgen eine Pause machen und am Mittwoch dorthin gehen, weil sie dort einen Kurs haben.",2
1477,3456," Bin jetzt bei 64 KG und peile echt die 59,9 Kg an.",0
7198,3950,"Ich muss vorsichtig sein, wenn ich wäge, weil ich nicht in das andere Extrem fallen will.",0
8965,2700,Ich bin gerade außer Atem.,0
5928,1923,"Menschen mit Arbeitsplätzen, Kindern und anderen Verantwortlichkeiten können das nicht tun.",0
2144,1887, Das werd ich auch versuchen!,2
9426,1705,Am Abend gibt es Brotscheiben.,1
6823,1229,Ich habe es seit mehr als 20 Jahren ausprobiert und das ist bei Müttern selbst nicht möglich.,0
1926,4388, Wer stellt sich für 3-4 Gabeln essen in die Küche und kocht tolle Dinge?,0
3862,43,"Ich glaube nicht, dass ich Macht habe.",0
5838,1747,"Ich weiß, dass es möglich ist.",0
1808,332,"  will es aber selbst schaffen, diesmal allerdings mit alle möglichen Hilfen die für Dicke auf dieser Welt gibt...",0
2415,548,"  Täglich variiert mein Speiseplan, das einzige was immer gleich bleibt ist der Salat, denn so esse ich den am liebsten.",1
4951,1092,Ich würde keine 1000-Kal-Diät machen.,0
1581,3491,  Der Alltag ist aber durch das Gewicht schon arg beschwerlich.,0
6585,3920,Ich konnte das Ziel in den letzten Tagen erreichen.,1
2725,1606,"  Den einzigen Vorteil den ich sehe ist der,das man schnell viel abnimmt,zumindest am anfang und zumindest die meisten.",0
4164,833,"Ich warf ein paar griechische Süßigkeiten weg, damit ich nicht versucht würde.",1
6868,1780,Ich bevorzuge ein fremdes Land.,0
7194,2735,Das wollte ich nicht tun.,1
9652,3037,"Es ist viel einfacher, weil ich mich nicht um Kalorien.",0
2235,2614," Ich gehe in zwei Wochen wieder dorthin, erstmal waren diese beiden Sitzungen geplant.",2
1896,3469, Ich habe keine Angst mehr vor ihnen.,0
2545,423,"  Ich habe diesen Kleinigkeiten früher nicht mal Achtung geschenkt, heute stelle ich fest : wie viel Wahrheit da drin versteckt ist...",0
7522,3382,"Ich esse tatsächlich das Essen, das ich hungrig bin.",0
5671,3872,Wir werden ins Dorf laufen.,2
6046,179,"Ich werde Kuchen zum Geburtstag meiner Tochter essen, also werde ich mich damit begnügen.",2
7983,219,"Ich glaube, ich gehe in die richtige Richtung.",0
4800,583,Am ersten Tag würde es geschehen.,1
5492,3989,Sie ist hilfreich und gibt mir viele wertvolle Tipps.,0
8720,60,Ich möchte einen positiven Bericht vorlegen können.,0
4798,2664,Ich habe mich daran gewöhnt.,0
1067,2188," Samstag Abend esse ich dann zb Pizza, am Sonntag sinds dann 12,3 - 96 kg, am Montag ebenfalls oder manchmal sogar mehr.",1
7431,1829,"Wenn Sie über schöne Dinge sprechen, können Sie aus dem Karussell der Nahrung herauskommen, aber nur, wenn Sie 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-3217 800-273-32",2
8301,817,Erschöpft...,0
1791,4451,  Bin wieder am Fasten: 18/6.,1
4591,1191,Unheilvolles Geschwätz...,1
5191,2610,Ich bin seit 14 Tagen hier.,0
3558,419,  aber die Bewegung lass ich mir nicht mehr nehmen....,2
9201,3418,"Es ist nicht leicht, aber ich versuche es zu tun.",2
2353,4601," Habe mir nun wieder 1,5 Liter Zitronenwasser gemacht, dass ich auch ja genug trinke.",1
1355,2711," Ich habe mich vor ein paar Jahren ( als es noch kein Knieproblem gab) von erst einer Minute Laufen, einer Minute gehen im Wechsel, innerhalb von ca 2 -3 Wochen auf 2x 1 std laufen am Tag gesteigert und es war wie ein Kick, das Laufen.",0
6423,4491,"Bleib ruhig, okay?",0
1859,585,   Dann bin ich sogar noch 20 Minuten auf meinem Hometrainer geradelt.,1
563,1378," Du hast mir grade soviel Mut gemacht beim lesen deines Postings das ich direkt dachte: Scheisse man, so schwer kann das doch nicht sein.",0
5518,2227,"Als ich herausfand, dass ich es jemandem bald sagen musste, war ich glücklich.",0
9029,4137,"Ich denke, eine Magenoperation ist eine Option für mich.",0
350,4401, 3 Mahlzeiten am Tag und möglichst nach 16 Uhr Essenspause bis zum nächsten Morgen.,2
228,3293,"  Im Dezember lag ich bei ""stolzen"" 170 kg, am Montag waren es 149,7 kg und es geht mir blendend.",0
9634,4470,"Jeden Tag gelaufen, manchmal länger, manchmal nur ein wenig.",1
4191,698,Ich gehe in einer Woche dorthin zurück.,2
7952,2679,"Ich habe das Gefühl, ich gebe nur meine Performance für andere Leute.",0
7997,1432,Ich will in ein paar Tagen essen.,0
6406,27,"Ich schäme mich, im Gang des Busses festzusitzen, weil ich Schwierigkeiten habe, in den Bus zu steigen.",0
5783,4544,"Ich versuche herauszufinden, wie man die besten 18/6 macht.",1
4966,2285,Es soll nicht um Zählen von Punkten gehen.,0
9521,2879,"Es ist zu überfüllt, zum Schwimmen und Aqua-Joggen.",0
386,434,  und ich mache ca jeden 7 o.,1
3115,4146," Immerhin könnte das Ganze auch nach hinten los gehen und sie hätte am Ende gar keine Mutter mehr oder wären mit einer gesegnet, die kränker ist als vorher!",0
6082,1091,"32 Wochen ist, wie lange es dauern wird, es zu tun.",1
3583,762,Ich verspüre keinen Hunger.,0
4667,1269,Ich habe deshalb immer ein wenig Kontrolle über die Ziele.,0
2708,2077," :-(  Nun werde ich hoffen das es bis 86 kg so durchgeht, sind ja eigentlich ""nur"" 8 kg..",0
2201,3729," Ich habe frühzeitig  mit der who Beantragung angefangen  ,weil ich weiß  das es lange  dauert bis alles durch ist und bis tatsächlich  die op stattfindet  zb mein pl.",1
1014,3727," 35 Kilo ganz schnell wieder zugenommen irgendwann wog ich dann 165 Kg das war für mich der Zeitpunkt mich an eine Adipositas Klinik zu wenden - jetzt wiege ich angenehme 88 Kg und das seit 2 Jahren ohne Probleme bin ich in der Lage mein Gewicht zu halten - mir wird nämlich schlecht, wenn ich über die Stränge schlage DANKE Magenpypass.",1
9316,884,"Nachdem ich es nicht geschafft hatte, war ich neugierig, wie ich das machen sollte.",0
288,566, Mit der Masse war ich nicht im Alltag eingeschränkt.,0
7762,3575,"Es gibt keine Kalorien, die jemand braucht.",0
4475,2159,"Ich muss sagen, dass es Tage gibt, an denen ich mich nicht zusammenreißen kann und ich weiß, dass ich den ganzen Tag um mich herum essen kann.",0
4254,2302,"Ich hatte einen Termin mit einem Ernährungsberater letzten Freitag, wo wir über meine Geschichte und Behandlungsmethoden für mehr als eine Stunde gesprochen.",1
1379,103,"  aber eines ist mir aufgefallen, jedesmal, wenn ich an dem geschäft von ulla popken vorbeigehe, uberrennen mich immer ganz viele gefühle!!!",0
1526,3239, Deswegen der Essensplan.,1
7913,2363,Disziplin war immer außerhalb meiner Reichweite.,0
8324,4294,"Ohne das Gespräch am 2. bin ich nicht in der Lage, eine Entscheidung zu treffen.",0
848,3362,"zum ersten Mal hatte ich das Gefühl, ich bin kein Einzelfall und Adipositas ist eine Krankheit...",0
5109,4565,"Es kann mehr Kilo sein, wenn Sie wieder so schnell wie möglich nach unten gehen müssen.",0
5381,3412,Es ist mein Leben und es ist bei mir.,0
6049,1098,"Ich speichere nicht viel, seit ich dort esse.",1
1702,1242,"  Ich bin mal in mich gegangen, und es mag sein das du absolut recht hast das ein bestimmtes Maß an Bereitschaft noch fehlt, oder einfach das Fass noch nicht übergelaufen iss.",0
7165,3871,Ein Trinktag wird von viel Bewegung und Gemüsesuppe am Abend gefolgt.,2
2543,3542,"  Guten Tag ihr lieben,  ich sag mir nur: weiter geht's, hey Alter (fühle mich als Mann), (damit meine ich mich), wenn du so weiter machst, wird dein biologisches Alter 80 J und mehr, (hörte ich aber erst gestern davon im TV), naja ich sehe dann mich als Zielperson, hab auch nen Foto von wo ich wieder so sein möchte, eben gemäß dem Motto: wie früher, nur die Zahl des Alters ist weitergelaufen, zeitlich meine ich.",0
8194,2060,"Seit dem letzten Mal war ich in den 20er Jahren, eine reine 48, macht es mich stolz und glücklich, dass ich dies erreicht habe.",0
651,4140, Danach werden mehrere OPs folgen..,0
8362,2996,"Ein Ei weiß Tag zwei Tage die Woche ist, was ich dazu hinzufügen möchte.",0
9645,2759,"Wenn es so langsam ist, wie lange wird es dauern?",0
5814,3978,Ich bin überhaupt nicht auf die täglichen Bedürfnisse gekommen.,1
5649,3376,So kann es enden.,0
6282,1535,"Mir geht's gut, ich habe noch 13 Wochen.",0
5281,1120,"Als ich das Video sah, fragte ich mich, wo Sie das Gewicht verloren?",0
3637,2139,  seit der op bin ich dauersatt.,0
3070,1480," Super lecker,ich habs ohne Brötchen genommen.",1
6068,4215,Ich esse zu schnell.,0
8843,955,"Ich werde bald kein ""Uhu"" mehr sein.",0
6808,1767,"Ich hoffe, es wird mit einer konsistenten Ernährung zu arbeiten.",0
5577,1276,"Weil ich auf mehreren Baustellen arbeite, werde ich in drei Tagen einen Schlauch bekommen.",0
356,3881, Bis jetzt bin ich auch da gut drin.,1
8654,240,"Ich habe meine Ernährung nach meiner Ballon-Katastrophe wegen des Prinzips der ""Fünf Elemente Diät"" geändert und habe ein Buch darüber.",1
3983,3423,Ich mag Süßigkeiten schon lange nicht mehr.,0
5079,38,Es wird für mich als professionelle Betreuer schwieriger.,0
7271,2444,Es gibt neue Ideen nach zwei Stunden Therapie.,0
7958,2297,"Ich habe mich um die Anzahl der Kalorien, die ich in den letzten Tagen zu essen.",1
4209,3622,Nicht zu viele auf einmal.,0
5759,3243,"Ich bin mir ziemlich sicher, dass es ein Problem mit dem Essen ist.",0
3864,4238,"Die Notwendigkeit, viele ADs und NLs zu nehmen, ist ein Grund, warum Gewichtsverlust hart ist.",0
2664,1638, Die Ernährung klappt soweit von alleine.,0
4736,706,"Das Letzte, was Sie auslassen, ist das Essen.",2
7746,2932,"Ich wollte nicht, dass meine Tochter zum Essen geht.",1
939,1582, Ich esse UNBEWUSST.,0
4675,3211,"Wenn ich schon Hunger habe, dauert es zu lange, um zu kochen.",0
5792,650,Ich lebe seit 2 Wochen ohne Nahrung.,1
5140,3357,Es ist alles in Ordnung.,0
964,1334,"nein, dann lieber kaputter Bauch, als dieses ekelhafte Gefühl fett zu sein...",0
6697,3194,"Alle guten Absichten sind verschwunden, wenn ich den Kühlschrank wieder plündern würde.",2
8676,226,"Ich esse gleich ein Gnaze-Pack mit Gummibärchen, weil ich seit drei Tagen in völlig alte Muster falle.",1
8192,3928,Ich will nicht wieder mit Haken anfangen.,0
928,3190,     Ein Ziel habe ich natürlich auch: 2-3 kg/Monat.,0
5843,377,"Es war kein Grund, mein ""jeden Sonntag"" Schwimmen zu überspringen.",1
6353,107,"Es braucht viel Kraft, um erfolgreich zu sein.",0
6453,919,"Ich fing am Dienstag mit 97,7 Kilo an.",1
4567,1149,Es kann mit normalen langsamen rationalen Lebensmittelwechsel getan werden.,0
1217,3461, Ich habe mir fest vorgenommen euch erhalten zu bleiben   und keine alten Verhaltensmuster mehr zu zulassen.,2
9455,2003,"Ich stelle sicher, dass der Käse in Fett reduziert und die Portionen sind klein.",1
8749,4348,"Ich habe mein Gewicht wieder erhöht seit meinem letzten Besuch bei Doc, und ich bin nicht zufrieden.",0
7590,1158,"Ich fürchte, ich werde sie verlieren und neue gewinnen.",0
