user_id;start_time;end_time;condition;education;job;identification_with_goal;current_pursuit_of_target;readiness_to_change_start;readiness_to_change_end;wai_sr_1;wai_sr_2;wai_sr_3;wai_sr_4;wai_sr_5;wai_sr_6;wai_sr_7;wai_sr_8;wai_sr_9;wai_sr_10;wai_sr_11;wai_sr_12;fa_s1;fa_s2;fa_s3;pu_s1;pu_s2;pu_s3;rw_s1;rw_s2;rw_s3;pm_1;pm_2;pm_3;pm_4;pm_5;pm_6;pm_7;pm_8;pm_9;pm_10;pm_11;cc_1;cc_2;cc_3;cc_4;pe_1;pe_2;pe_3;general_remarks;attention_check
5df297f57f08ed1a6b6c5a0c;2023-08-09 12:31:37.422491;2023-08-09 12:44:02.340191;framework;Abitur;Student;6;4;5;6;sehr oft;sehr oft;selten;sehr oft;selten;sehr oft;selten;sehr oft;selten;sehr oft;sehr oft;sehr oft;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;sehr viel;überhaupt nicht;sehr viel;ein wenig;manchmal;sehr viel;sehr viel;sehr viel;ein wenig;sehr viel;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Nein;Stimme überhaupt nicht zu
5e474779c397b42123861f65;2023-08-09 09:14:06.403444;2023-08-09 09:36:39.265032;framework;Master-Abschluss;Arbeiten im Finanzbereich;9;4;7;6;selten;selten;manchmal;manchmal;manchmal;selten;manchmal;manchmal;öfters;selten;sehr oft;manchmal;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;sehr viel;manchmal;manchmal;ein wenig;ein wenig;sehr viel;ein wenig;ein wenig;ein wenig;ein wenig;überhaupt nicht;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;-;Stimme überhaupt nicht zu
5e5832478c2b6f03f9acd234;2023-08-07 17:30:34.588981;2023-08-07 17:52:56.200197;framework;Abitur;Werkstattleiter;10;3;4;4;manchmal;selten;selten;manchmal;selten;öfters;selten;manchmal;selten;öfters;öfters;öfters;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme überhaupt nicht zu;sehr viel;sehr viel;sehr viel;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;manchmal;überhaupt nicht;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5e62549164d007011d03158c;2023-08-09 10:43:03.624322;2023-08-09 11:04:50.265816;no_system;Abitur;Angestellt, Psychosoziale Betreuung;9;2;6;5;selten;selten;selten;selten;manchmal;manchmal;selten;sehr oft;selten;selten;öfters;manchmal;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;teilweise wurden meine Antworten nicht uafgezeichnet und an den Chatbot weitergeleitet, dann musste ich mehrfach neu formulieren bis etwas ankam;Stimme überhaupt nicht zu
5e6a3e3d265930022e81c70b;2023-08-07 15:50:11.350869;2023-08-07 16:10:45.088893;no_system;Abitur;arbeitssuchend;10;7;5;6;öfters;manchmal;manchmal;öfters;manchmal;öfters;manchmal;immer;manchmal;öfters;immer;sehr oft;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;sehr viel;immer;ein wenig;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;sehr viel;ein wenig;überhaupt nicht;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;Nein;Stimme überhaupt nicht zu
5ea68dcc37c517000832b4b1;2023-08-14 16:33:08.269829;2023-08-14 16:45:40.037591;framework;Bachelor-Abschluss;Studentin;6;7;6;5;manchmal;selten;immer;öfters;immer;manchmal;öfters;öfters;immer;manchmal;öfters;manchmal;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;sehr viel;sehr viel;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;manchmal;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;Stimme überhaupt nicht zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5ebe6e4a226f3b1c53cd0626;2023-08-07 17:29:56.819074;2023-08-07 17:45:06.337598;no_system;Bachelor-Abschluss;It systems engineer;6;9;9;9;sehr oft;manchmal;öfters;öfters;öfters;manchmal;öfters;sehr oft;manchmal;sehr oft;sehr oft;sehr oft;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;sehr viel;überhaupt nicht;manchmal;ein wenig;manchmal;ein wenig;sehr viel;manchmal;immer;ein wenig;überhaupt nicht;Stimme voll und ganz zu;Stimme eher zu;Stimme voll und ganz zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5ed0f0bb34177d0009582f38;2023-08-08 12:36:14.886654;2023-08-08 13:05:30.978521;no_system;Bachelor-Abschluss;Crowdworking;10;6;6;6;manchmal;manchmal;selten;manchmal;öfters;öfters;selten;öfters;manchmal;manchmal;manchmal;manchmal;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;manchmal;überhaupt nicht;manchmal;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;Stimme eher zu;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;"Ich halte die Frage, ob ich glaube, dass die KI ""mich mag"", für sehr merkwürdig. Studien wie Ihre stellen derartige Fragen immer wieder, und ich stoße mich regelmäßig daran. Jetzt und in absehbarer Zeit wird es einer KI nicht möglich sein, freundlich oder böse zu sein, mich zu mögen oder mich nicht leiden zu können. Die Fragen implizieren aber, das könne der Fall sein und tragen meiner Ansicht nach dazu bei, dieses Gefühl bei Probanden zu stärken.";Stimme überhaupt nicht zu
5ed8d4613fa4f50463cf7d50;2023-08-16 12:49:18.668462;2023-08-16 13:06:28.138054;framework;Abitur;Softwareentwickler;10;7;8;7;selten;selten;selten;öfters;selten;öfters;selten;manchmal;selten;selten;selten;manchmal;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;sehr viel;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5ee7fbc114d0a60f9b076fb6;2023-08-16 17:41:25.802929;2023-08-16 18:00:51.144263;framework;Master-Abschluss;Ingenieur im Automotive;8;5;5;5;manchmal;manchmal;öfters;öfters;manchmal;öfters;manchmal;öfters;manchmal;öfters;öfters;öfters;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme voll und ganz zu;manchmal;manchmal;sehr viel;manchmal;sehr viel;ein wenig;ein wenig;manchmal;manchmal;manchmal;überhaupt nicht;Stimme eher nicht zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5efcc8d1669e920c46e9daf9;2023-08-08 17:06:56.764191;2023-08-08 17:30:07.136233;no_system;Abitur;Student;10;3;7;9;öfters;manchmal;öfters;sehr oft;sehr oft;sehr oft;öfters;öfters;öfters;sehr oft;sehr oft;sehr oft;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;sehr viel;überhaupt nicht;manchmal;ein wenig;ein wenig;ein wenig;manchmal;überhaupt nicht;ein wenig;sehr viel;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5f1715072b20d0020b0e383c;2023-08-08 14:57:20.228282;2023-08-08 15:10:52.717979;framework;abgeschlossene Berufsausbildung;Angestellt als Anlagenfahrer;7;8;5;6;sehr oft;sehr oft;sehr oft;sehr oft;sehr oft;sehr oft;immer;sehr oft;sehr oft;sehr oft;sehr oft;sehr oft;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;sehr viel;immer;manchmal;sehr viel;immer;sehr viel;sehr viel;manchmal;sehr viel;sehr viel;ein wenig;Stimme voll und ganz zu;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;;Stimme überhaupt nicht zu
5f17d20539078c0800cb4e7b;2023-08-09 10:45:07.777779;2023-08-09 11:10:09.901666;framework;abgeschlossene Berufsausbildung;Sachbearbeiter;9;5;6;6;manchmal;manchmal;manchmal;manchmal;immer;manchmal;öfters;sehr oft;öfters;manchmal;manchmal;öfters;Stimme eher nicht zu;Stimme eher zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;manchmal;überhaupt nicht;manchmal;ein wenig;ein wenig;manchmal;ein wenig;ein wenig;überhaupt nicht;manchmal;überhaupt nicht;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;nein;Stimme überhaupt nicht zu
5f3b9499509b4c01bca3053b;2023-08-09 10:35:10.023453;2023-08-09 10:52:22.284832;no_system;Doktor-Grad;Angestellt;8;10;2;5;öfters;manchmal;selten;manchmal;selten;öfters;selten;öfters;selten;sehr oft;sehr oft;sehr oft;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;sehr viel;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;manchmal;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;nein;Stimme überhaupt nicht zu
5f5494aa76d6147f7ca89533;2023-08-07 16:17:18.787463;2023-08-07 16:35:52.929652;no_system;Master-Abschluss;wissenschaftlicher Mitarbeiter;9;6;5;7;öfters;manchmal;öfters;öfters;öfters;öfters;öfters;sehr oft;manchmal;immer;sehr oft;sehr oft;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;immer;ein wenig;sehr viel;ein wenig;überhaupt nicht;ein wenig;manchmal;sehr viel;sehr viel;manchmal;überhaupt nicht;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;nein;Stimme überhaupt nicht zu
5f56506b2a8fb805ac024015;2023-08-07 17:08:25.332237;2023-08-07 17:26:06.769612;framework;Master-Abschluss;Angestellte (Wissenschaftliche Mitarbeiterin);8;8;6;8;öfters;manchmal;öfters;sehr oft;öfters;öfters;öfters;sehr oft;öfters;sehr oft;sehr oft;sehr oft;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;immer;ein wenig;sehr viel;sehr viel;überhaupt nicht;sehr viel;immer;sehr viel;überhaupt nicht;sehr viel;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;;Stimme überhaupt nicht zu
5f6c6e18b20ea10008a25d1f;2023-08-09 16:02:29.912251;2023-08-09 16:25:01.150996;framework;Bachelor-Abschluss;Student;8;8;6;8;öfters;öfters;manchmal;öfters;öfters;öfters;selten;öfters;selten;sehr oft;öfters;öfters;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;manchmal;manchmal;manchmal;manchmal;überhaupt nicht;ein wenig;ein wenig;ein wenig;überhaupt nicht;manchmal;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme eher zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;;Stimme überhaupt nicht zu
5f8051b402daee04b8108440;2023-08-07 15:45:56.525419;2023-08-07 16:14:37.435068;no_system;Master-Abschluss;Redakteurin;9;5;7;8;sehr oft;sehr oft;selten;immer;immer;sehr oft;immer;immer;sehr oft;immer;immer;immer;Stimme eher nicht zu;Stimme eher zu;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;immer;manchmal;sehr viel;ein wenig;ein wenig;immer;immer;manchmal;überhaupt nicht;immer;überhaupt nicht;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;;Stimme überhaupt nicht zu
5fb42f807e81960acbfdb22e;2023-08-07 15:55:57.941567;2023-08-07 16:23:01.243549;no_system;Bachelor-Abschluss;Softwareentwickler;8;1;0;3;öfters;öfters;manchmal;manchmal;sehr oft;sehr oft;manchmal;öfters;öfters;öfters;sehr oft;sehr oft;Stimme eher nicht zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;sehr viel;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;sehr viel;sehr viel;überhaupt nicht;manchmal;sehr viel;ein wenig;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;;Stimme überhaupt nicht zu
5fb96651fe5aef802daa6e61;2023-08-16 17:33:59.388984;2023-08-16 17:47:30.056149;no_system;Abitur;Student;8;9;9;9;selten;selten;selten;öfters;selten;selten;selten;öfters;selten;selten;selten;selten;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;manchmal;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Es ist nicht besonders hilfreich, da man selbst ja noch die ganze Arbeit bzw. Gestaltung der Pläne übernimmt und der Chatbot da nicht unterstützt;Stimme überhaupt nicht zu
5fc2baec78f48840a7b90aa5;2023-08-11 08:45:30.272668;2023-08-11 09:06:03.481426;framework;Bachelor-Abschluss;Öffentlicher Dienst;9;7;8;8;selten;selten;selten;selten;selten;selten;selten;selten;selten;selten;selten;manchmal;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;manchmal;manchmal;ein wenig;ein wenig;ein wenig;ein wenig;überhaupt nicht;manchmal;überhaupt nicht;ein wenig;überhaupt nicht;Stimme voll und ganz zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Nein;Stimme überhaupt nicht zu
5fcf9f17f5a7c20ba38e9cc9;2023-08-09 16:59:14.485024;2023-08-09 17:15:57.015259;no_system;Master-Abschluss;wissenschaftl. MItarbeiter;10;6;6;0;selten;selten;manchmal;manchmal;manchmal;selten;selten;selten;selten;selten;selten;selten;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
5fd206b9aa0fbf249adf4280;2023-08-09 09:19:06.03857;2023-08-09 09:35:40.981279;framework;abgeschlossene Berufsausbildung;IT;5;8;7;8;manchmal;manchmal;selten;selten;selten;selten;selten;selten;selten;öfters;manchmal;öfters;Stimme überhaupt nicht zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme weder zu noch ab;sehr viel;ein wenig;manchmal;ein wenig;ein wenig;sehr viel;ein wenig;manchmal;überhaupt nicht;sehr viel;überhaupt nicht;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Nein;Stimme überhaupt nicht zu
5fef28c2feba31d456459420;2023-08-16 14:18:21.12462;2023-08-16 14:39:03.35683;framework;Bachelor-Abschluss;Student;10;10;7;10;sehr oft;sehr oft;öfters;sehr oft;immer;sehr oft;sehr oft;immer;öfters;immer;immer;immer;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;immer;überhaupt nicht;ein wenig;manchmal;überhaupt nicht;immer;sehr viel;manchmal;überhaupt nicht;immer;überhaupt nicht;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
5fff0b0bcbc37a5f5928ed26;2023-08-09 12:03:07.225742;2023-08-09 12:20:58.655612;framework;Bachelor-Abschluss;Ingenieur im Bereich Elektrotechnik;6;6;5;6;selten;selten;manchmal;selten;manchmal;manchmal;manchmal;öfters;manchmal;manchmal;selten;selten;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher zu;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;ein wenig;überhaupt nicht;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;;Stimme überhaupt nicht zu
60060089125e50636ad6719e;2023-08-09 09:56:24.251787;2023-08-09 10:10:54.423572;framework;Abitur;Student;9;8;6;8;selten;selten;öfters;selten;öfters;öfters;manchmal;öfters;manchmal;selten;manchmal;selten;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;manchmal;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;ein wenig;ein wenig;ein wenig;überhaupt nicht;überhaupt nicht;überhaupt nicht;Stimme weder zu noch ab;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Der Chatbot hat sehr lange gebraucht um zu antworten.;Stimme überhaupt nicht zu
60207652caa62b6a34ff96dc;2023-08-16 16:45:28.466168;2023-08-16 17:05:45.401058;framework;Abitur;Student;8;5;8;8;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;öfters;manchmal;öfters;öfters;öfters;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme eher zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;manchmal;manchmal;manchmal;überhaupt nicht;überhaupt nicht;manchmal;manchmal;manchmal;ein wenig;manchmal;ein wenig;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;;Stimme überhaupt nicht zu
6027eac2f4090f09439ee8e4;2023-08-08 12:36:48.28026;2023-08-08 13:02:30.553611;framework;Abitur;Studentin mit Werkstudentenjob;8;4;0;1;manchmal;manchmal;öfters;manchmal;sehr oft;sehr oft;manchmal;sehr oft;öfters;sehr oft;immer;sehr oft;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme überhaupt nicht zu;ein wenig;überhaupt nicht;überhaupt nicht;ein wenig;manchmal;sehr viel;sehr viel;manchmal;überhaupt nicht;ein wenig;überhaupt nicht;Stimme voll und ganz zu;Stimme eher zu;Stimme eher zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;Stimme eher zu;nein;Stimme überhaupt nicht zu
602e957dba730da44e476441;2023-08-07 17:37:37.303184;2023-08-07 17:49:44.40762;framework;Abitur;Studentin;5;8;9;8;manchmal;manchmal;manchmal;selten;selten;selten;selten;selten;selten;selten;sehr oft;sehr oft;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;manchmal;überhaupt nicht;manchmal;überhaupt nicht;ein wenig;ein wenig;manchmal;überhaupt nicht;überhaupt nicht;manchmal;überhaupt nicht;Stimme voll und ganz zu;Stimme eher zu;Stimme weder zu noch ab;Stimme eher nicht zu;Stimme eher nicht zu;Stimme eher zu;Stimme weder zu noch ab;;Stimme überhaupt nicht zu
603ccbf3849f5c2f8a965848;2023-08-07 17:06:16.531499;2023-08-07 17:21:52.821685;no_system;Bachelor-Abschluss;Studentin;9;2;6;6;öfters;öfters;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;manchmal;öfters;öfters;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;sehr viel;ein wenig;manchmal;NULL;ein wenig;ein wenig;ein wenig;manchmal;sehr viel;manchmal;ein wenig;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;Stimme eher zu;;Stimme überhaupt nicht zu
603f47e39649cf0339527014;2023-08-09 09:51:41.539185;2023-08-09 10:08:50.740492;no_system;Bachelor-Abschluss;Erziehungszeit;9;9;8;8;sehr oft;öfters;öfters;sehr oft;öfters;sehr oft;sehr oft;immer;öfters;sehr oft;sehr oft;sehr oft;Stimme eher zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;sehr viel;manchmal;sehr viel;immer;manchmal;sehr viel;immer;manchmal;manchmal;sehr viel;manchmal;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;Stimme voll und ganz zu;NA;Stimme überhaupt nicht zu
604b169fe4b7991ec08da3a6;2023-08-16 16:01:56.284831;2023-08-16 16:18:40.318451;no_system;Master-Abschluss;enwickler;10;8;5;8;manchmal;manchmal;sehr oft;öfters;manchmal;öfters;öfters;manchmal;sehr oft;manchmal;selten;öfters;Stimme überhaupt nicht zu;Stimme eher nicht zu;Stimme weder zu noch ab;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme überhaupt nicht zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme voll und ganz zu;ein wenig;ein wenig;ein wenig;überhaupt nicht;manchmal;ein wenig;manchmal;ein wenig;ein wenig;manchmal;überhaupt nicht;Stimme voll und ganz zu;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme weder zu noch ab;Stimme eher zu;Stimme eher nicht zu;Stimme eher zu;;Stimme überhaupt nicht zu
