"utterance_id","turn_id","chat_id","datetime","user_utterance","valence","valence_score","label","label_score","sublabel","sublabel_score","bot_action","bot_datetime","bot_utterance","user_rating","user_rating_explanation"
58,12,3,"2023-07-27 14:37:32.248588","Neue Rezepte suchen und gezielt sammeln, um einen Fundus an gesunden Rezepten zu haben, auf den ich immer zurückgreifen kann.","change",0.9992955923080444,"Commitment",0.9861138463020325,NULL,NULL,"Goodbye","2023-07-27 14:37:34.769487","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
59,5,7,"2023-07-27 14:37:32.417496","Ich habe mich verdrückt","sustain",0.9337680339813232,"Reason",0.9986503720283508,"General Reason",0.9962469935417175,"Continuing the Paragraph","2023-07-27 14:37:40.794749","Möglicherweise ist es dir wichtig, genauer zu klären, wie engagiert du dich fühlst, um die Umwelt zu schützen. Es scheint, als ob du dir nicht sicher bist, wie du deine Motivation zum nachhaltigeren Leben bewerten sollst. Wie siehst du das","gut/hilfreich",NULL
60,4,8,"2023-07-27 14:37:35.479421","5",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:37:37.15167","Eine 5. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
61,5,8,"2023-07-27 14:37:56.995896","Weil ich es schon lange versuche aber bisher einfach nicht schaffe","sustain",0.997225821018219,"Reason",0.999015212059021,"ability",0.9901807308197021,NULL,"2023-07-27 14:38:04.473279","Du hast also schon mehrere Anläufe unternommen, aber es hat nicht geklappt. Was denkst du, hindert dich daran, den gewünschten Erfolg zu erzielen","gut/hilfreich","Die Antwort ist definitv nicht beleidigend oder verletztend, und ich denke dass sie dabei hilft dass ich mir weitere Gedanken zu dem Problem mache"
62,10,4,"2023-07-27 14:38:01.244868","In dem ich eine andere Person anspreche oder Ziele aufschreibe","change",0.9983835220336914,"Taking Steps",0.9891286492347717,NULL,NULL,"Summary","2023-07-27 14:38:08.597483","Lass mich unser bisheriges Gespräch zusammenfassen. Das Ansprechen einer anderen Person und das Aufschreiben deiner Ziele könnten also die nächsten Schritte in deinem Plan sein. Gibt es noch andere Dinge, die du in Betracht ziehen könntest, um deinem Ziel näher zu kommen Habe ich noch etwas vergessen?","gut/hilfreich","Sehr gut, dass der chat bot nochmal nachfragt"
63,6,7,"2023-07-27 14:38:37.510765","Ich denke es ist eine gute Idee um die Umwelt zu schützen.","change",0.9992181062698364,"Reason",0.9990411400794983,"General Reason",0.9689913988113403,"Looking Back","2023-07-27 14:38:44.836112","Du hast also erkannt, dass nachhaltigeres Leben eine effektive Methode ist, um die Umwelt zu schützen. Gab es eine Zeit in deinem Leben, in der du bereits sehr umweltbewusst gelebt hast","gut/hilfreich","Ja ist hilfteich da man so noch ein mal reflektieren kann"
64,11,4,"2023-07-27 14:38:52.701315","Momentan fällt mir nichts ein","sustain",0.9858201742172241,"Reason",0.9988790154457092,"General Reason",0.9787796139717102,"Next Steps","2023-07-27 14:38:54.49576","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich",NULL
65,6,5,"2023-07-27 14:39:03.006141","Ich weiß es nicht!","sustain",0.9944426417350769,"Reason",0.9985793828964233,"ability",0.9626349806785583,NULL,"2023-07-27 14:39:07.862525","Das ist okay. Du könntest dir überlegen, welche Veränderungen in deiner Ernährung dir am leichtesten fallen würden.","schlecht/unpassend","Sind die Veränderungen, die mir am leichtesten fallen auch in meiner Situation die richtigen?"
66,12,4,"2023-07-27 14:39:17.746794","Ziele konkret formulieren und aufschreiben","change",0.9935639500617981,"Commitment",0.9965373277664185,NULL,NULL,"Goodbye","2023-07-27 14:39:19.437046","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
67,6,8,"2023-07-27 14:39:45.045774","Ich gehe oft mit Freunden essen oder mit Kollegen, dabei mache ich viel zunichte was ich versucht habe über die Woche an Kalorien einzusparen","change",0.9993058443069458,"Taking Steps",0.99858558177948,NULL,NULL,NULL,"2023-07-27 14:39:52.942238","Du hast also Schwierigkeiten, dein gesundes Essverhalten beizubehalten, wenn du mit Freunden oder Kollegen ausgehst. Warum ist es schwer für dich, in solchen Situationen eine gesunde Wahl zu treffen","gut/hilfreich","Die Antwort geht auf das von mir Gesagte ein, und versucht weiter an dem Problem zu arbeiten, daher ist es recht hilfreich"
68,7,7,"2023-07-27 14:40:43.734785","Nein, gab es bisher noch nicht","sustain",0.8078626394271851,"Reason",0.9852595329284668,"ability",0.9054806232452393,"Undershooting","2023-07-27 14:40:50.754535","Es könnte sein, dass du dich etwas unsicher fühlst, da dies ein neuer Bereich für dich ist. Wie bereit bist du, dich auf diese neue Erfahrung einzulassen","gut/hilfreich","Gute Antwort"
69,7,5,"2023-07-27 14:40:47.498031","Ich könnte auf Schokolade verzichten.","change",0.9992796778678894,"Reason",0.9987043142318726,"ability",0.636860728263855,NULL,"2023-07-27 14:40:53.318787","Das Verzichten auf Schokolade könnte ein erster Schritt sein. Wie könntest du sicherstellen, dass du diesen Schritt auch wirklich umsetzt","schlecht/unpassend","Die Frage ist, ob ein Verzicht auf Schokolade für mich zielführend ist."
70,7,8,"2023-07-27 14:41:05.79294","Weil die Restaurants in der Regel keine wirklich guten Optionen bieten die mir schmecken","sustain",0.9960736036300659,"Reason",0.9974895715713501,"General Reason",0.9886572957038879,NULL,"2023-07-27 14:41:13.656465","Es scheint also, dass die Wahl der Restaurants und die dort angebotenen Speisen eine Herausforderung für dich darstellen. Wie könntest du mit dieser Situation umgehen, ohne deine gesunden Essgewohnheiten zu beeinträchtigen","gut/hilfreich","Geht wieder auf das Gesagte ein und fragt weiter nach"
71,1,9,"2023-07-27 14:41:43.142216","start",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:41:44.878352","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
72,8,7,"2023-07-27 14:41:51.495669","Ich bin voll bereit mich darauf einzulassen","change",0.9927955269813538,"Reason",0.7337875366210938,"General Reason",0.6886404156684875,"Looking Back","2023-07-27 14:41:59.013016","Das ist wunderbar zu hören. Deine Bereitschaft, dich auf diese neue Erfahrung einzulassen, ist der erste Schritt. Wie würdest du dein Leben beschreiben, wenn du erfolgreich nachhaltiger lebst","gut/hilfreich",NULL
73,8,5,"2023-07-27 14:42:12.844105","Keine Schokolade kaufen.","change",0.9979013204574585,"Commitment",0.9812211990356445,NULL,NULL,NULL,"2023-07-27 14:42:19.413105","Keine Schokolade zu kaufen wäre eine Möglichkeit. Wie könntest du dich daran erinnern, keine Schokolade zu kaufen, wenn du im Supermarkt bist","gut/hilfreich","Man muss sich nun mit der Situation auseinandersetzen, im Supermarkt zu sein und eben sein Kaufverhalten zu hinterfragen."
74,8,8,"2023-07-27 14:42:14.397451","Ich könnte jedesmal einen Salat bestellen, aber das macht mich in der Regel nicht satt","sustain",0.9888073205947876,"Reason",0.9980155229568481,"General Reason",0.991908848285675,NULL,"2023-07-27 14:42:20.631022","Du fühlst dich also nicht satt, wenn du einen Salat isst. Wie könntest du das Gefühl der Sättigung erreichen und dabei trotzdem gesund essen","gut/hilfreich","Ich könnte mir nach dem Essen wenn ich zuhause bin noch mal ein gesundes Essen zubereiten"
75,2,9,"2023-07-27 14:42:16.417863","Ich möchte mich gesünder ernähren",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:42:18.175777","Du möchtest also gesünder essen. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
76,1,10,"2023-07-27 14:43:02.75392","start",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:43:04.333191","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
77,9,7,"2023-07-27 14:43:11.297865","Ich würde es als sinnvolleres und besseres Leben bezeichnen ","change",0.9991505146026611,"Reason",0.9988046884536743,"General Reason",0.9811080098152161,"Querying Extremes","2023-07-27 14:43:21.761135","Es scheint, dass du dir vorstellst, dass ein nachhaltigeres Leben für dich sinnvoller und besser wäre. Wie wäre es im schlimmsten Fall, wenn du dein Verhalten nicht änderst und nicht nachhaltiger lebst","gut/hilfreich",NULL
78,3,9,"2023-07-27 14:43:11.957298","ich habe in letzter Zeit sehr ungesund gegessen und möchte meinem Körper dauerhaft mehr Vitamine zuführen.",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:43:15.476713","Auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), wie interessiert bist du jetzt gerade daran, diese Veränderung durchzuführen?",NULL,NULL
79,4,9,"2023-07-27 14:43:26.5106","9",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:43:28.256797","Eine 9. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
80,2,10,"2023-07-27 14:43:31.15368","Ich möchte weniger prokrastinieren",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:43:32.721406","Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
81,9,8,"2023-07-27 14:43:35.941297","Ich könnte nach dem Restaurantbesuch noch mal ein eigenes Essen kochen und essen","change",0.9993239641189575,"Commitment",0.9909473061561584,NULL,NULL,NULL,"2023-07-27 14:43:42.318553","Du denkst also daran, nach dem Restaurantbesuch zu Hause noch etwas zu essen. Was wäre eine Mahlzeit, die dir sättigend und gesund erscheint","gut/hilfreich","Fragt ebenfalls wieder gezielt nach"
82,3,10,"2023-07-27 14:43:55.349234","Ich möchte mich besser konzentrieren können",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:43:58.490213","Wie zuversichtlich bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr), dass du diese Veränderung durchführen kannst?",NULL,NULL
83,4,10,"2023-07-27 14:44:09.208699","4",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:44:11.142672","Eine 4. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
84,10,7,"2023-07-27 14:44:29.393479","Dann würdebich weniger Nachhaltig leben","change",0.9960504174232483,"Reason",0.9988325238227844,"General Reason",0.9865309596061707,"Summary","2023-07-27 14:44:38.551232","Lass mich unser bisheriges Gespräch zusammenfassen. Du hast erkannt, dass, wenn du dein Verhalten nicht änderst, du weiterhin weniger nachhaltig leben würdest. Es ist wichtig für dich, diese Änderung vorzunehmen, um deinen Beitrag zur Umwelt zu leisten. Wie könntest du beginnen, um nachhaltiger zu leben Habe ich noch etwas vergessen?","gut/hilfreich",NULL
85,5,9,"2023-07-27 14:44:29.650748","ich habe es schon oft versucht, gesünder zu essen, es aber nie lange durchgezogen, deshalb nur 9, da ich Zweifel habe ob ich es schaffe","sustain",0.9486430883407593,"Taking Steps",0.9846476316452026,NULL,NULL,"Continuing the Paragraph","2023-07-27 14:44:37.997354","Du hast also schon mehrfach versucht, dich gesünder zu ernähren, aber es bisher nicht nachhaltig umsetzen können. Es scheint, als ob du mit einigen Hürden konfrontiert wurdest. Oder gibt es noch andere Gründe, warum du Zweifel hast, ob du es schaffst","gut/hilfreich",NULL
86,9,5,"2023-07-27 14:44:36.140618","Ich schreibe Schokolade nicht auf den Einkaufsliste.","sustain",0.9548471570014954,"Taking Steps",0.9942230582237244,NULL,NULL,NULL,"2023-07-27 14:44:41.165481","Das ist eine gute Idee. Und was könntest du tun, wenn du trotzdem das Verlangen nach Schokolade verspürst","gut/hilfreich","Es wird wiederum darauf hingearbeitet, dass eigene Verhalten zu hinterfragen."
87,5,10,"2023-07-27 14:44:36.192309","weil ich nicht sicher bin was genau ich ändern muss ","sustain",0.9787542223930359,"Reason",0.9985268115997314,"need",0.9852480888366699,NULL,"2023-07-27 14:44:42.705323","Was glaubst du, könnte dir dabei helfen, klarer zu erkennen, welche Verhaltensänderungen nötig sind, um weniger zu prokrastinieren","gut/hilfreich","Gibt nichts vor, sondern motiviert mich zum Nachdenken"
88,10,8,"2023-07-27 14:44:42.138985","Eine Brotzzeit bestehend aus Vollkornbrot und Gemüse","change",0.995429277420044,"Taking Steps",0.9964795708656311,NULL,NULL,"Summary","2023-07-27 14:44:49.757132","Lass mich unser bisheriges Gespräch zusammenfassen. Du denkst also an eine Brotzeit mit Vollkornbrot und Gemüse als gesunde und sättigende Option nach dem Restaurantbesuch. Wie könntest du das in deinen Alltag integrieren? Habe ich noch etwas vergessen?","gut/hilfreich","Gute Zusammenfassung, es könnte tatsächlich eine Lösung für mein Problem darstellen."
89,6,10,"2023-07-27 14:45:48.363601","Ich bräuchte mögliche Übungen ","change",0.9985881447792053,"Reason",0.9964765906333923,"need",0.8543692827224731,NULL,"2023-07-27 14:45:53.29631","Das ist verständlich. Was glaubst du, wären für dich geeignete Übungen, um weniger zu prokrastinieren","schlecht/unpassend","ich kenne keine übungen "
90,11,8,"2023-07-27 14:45:50.909457","Nein, alles korrekt zusammengefasst.","change",0.9961205124855042,"Taking Steps",0.9693201184272766,NULL,NULL,"Next Steps","2023-07-27 14:45:52.634482","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich","Gute Maßnahme vorgeschlagen"
91,10,5,"2023-07-27 14:46:01.559536","Etwas anderes Schönes tun.","change",0.9984459280967712,"Reason",0.9977675676345825,"General Reason",0.9934417009353638,"Summary","2023-07-27 14:46:08.198119","Lass mich unser bisheriges Gespräch zusammenfassen. Das klingt nach einem guten Plan. Was könntest du tun, um dich daran zu erinnern, etwas Schönes zu tun, wenn du das Verlangen nach Schokolade verspürst? Habe ich noch etwas vergessen?","gut/hilfreich","Ein Verhaltensmuste/Entscheidungsketter wird vorgeschlagen."
92,6,9,"2023-07-27 14:46:20.561374","Unterwegs oder bei Treffen mit Freunden ist es schwer sich gesund zu ernähren und dann verfalle ich in alte Gewohnheiten","sustain",0.9926773309707642,"Reason",0.9985702037811279,"ability",0.9805675148963928,"Reframe","2023-07-27 14:46:30.427772","Du hast also bemerkt, dass bestimmte Umgebungen oder soziale Situationen dazu führen können, dass du in alte Essgewohnheiten zurückfällst. Das klingt nach einer wichtigen Erkenntnis. Was könnten Situationen sein, in denen du dir vorstellen könntest, dich gesünder zu ernähren","gut/hilfreich",NULL
93,7,10,"2023-07-27 14:46:23.157498","weiß ich nicht","change",0.6282702684402466,"Reason",0.9969573020935059,"ability",0.9760684967041016,NULL,"2023-07-27 14:46:27.893221","Was könnten erste kleine Schritte sein, die du unternehmen könntest, um dein Ziel zu erreichen","schlecht/unpassend","mir fällt nichts ein "
94,12,8,"2023-07-27 14:46:28.209133","Ich werde beim nächsten Restaurantbesuch einen Salat bestellen.","change",0.999164342880249,"Commitment",0.9988986253738403,NULL,NULL,"Goodbye","2023-07-27 14:46:29.960512","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
95,8,10,"2023-07-27 14:47:07.261714","kannst du mir was vorschlagen ","sustain",0.7006558775901794,"Reason",0.9531999826431274,"ability",0.564281702041626,NULL,"2023-07-27 14:47:12.300786","Es geht hier darum, was du denkst. Welche kleinen Änderungen könnten deiner Meinung nach in deinem Alltag einen Unterschied machen","schlecht/unpassend",NULL
96,11,7,"2023-07-27 14:47:20.461025","Nein, du hast nichts vergessen. ","change",0.6979146599769592,"Reason",0.9988478422164917,"General Reason",0.9919260144233704,"Next Steps","2023-07-27 14:47:22.159285","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich",NULL
97,11,5,"2023-07-27 14:47:29.657825","Nein.","change",0.9592046141624451,"Reason",0.9920812845230103,"ability",0.3814055621623993,"Next Steps","2023-07-27 14:47:31.468528","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","gut/hilfreich","Das ist der deutliche Hinweis, dass man selbst etwas tun muss."
98,9,10,"2023-07-27 14:47:43.95597","weiß ich nicht ","change",0.6282702684402466,"Reason",0.9969573020935059,"ability",0.9760684967041016,NULL,"2023-07-27 14:47:50.381843","Das ist okay. Manchmal ist es schwierig, einen Anfang zu finden. Wie wäre es, wenn du darüber nachdenkst was dich normalerweise vom Arbeiten abhält","gut/hilfreich",NULL
99,7,9,"2023-07-27 14:47:45.265883","zu Hause?","change",0.9923344254493713,"Reason",0.5549712777137756,"General Reason",0.9821634292602539,"Digging Deep","2023-07-27 14:47:52.113654","Du siehst also zu Hause als einen Ort, an dem du dich gesünder ernähren könntest. Was genau macht es für dich einfacher, gesund zu essen, wenn du zu Hause bist","gut/hilfreich",NULL
100,12,7,"2023-07-27 14:48:21.214451","Ich werde weniger Müll produzieren und umweltbewusster Leben. ","change",0.999297022819519,"Commitment",0.9033298492431641,NULL,NULL,"Goodbye","2023-07-27 14:48:22.771005","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
101,10,10,"2023-07-27 14:48:28.955654","Handy, Gedanken, Keine Motivation","change",0.9952211976051331,"Reason",0.9951006770133972,"General Reason",0.993924081325531,"Summary","2023-07-27 14:48:35.884187","Lass mich unser bisheriges Gespräch zusammenfassen. Du hast also bemerkt, dass dein Handy, ablenkende Gedanken und fehlende Motivation dich von deiner Arbeit abhalten. Wie könntest du diese Hindernisse überwinden? Habe ich noch etwas vergessen?","gut/hilfreich",NULL
102,11,10,"2023-07-27 14:49:05.154295","nein","change",0.9915225505828857,"Reason",0.943213701248169,"General Reason",0.887419581413269,"Next Steps","2023-07-27 14:49:06.736204","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","schlecht/unpassend",NULL
103,12,5,"2023-07-27 14:49:06.110791","Ich werde keine Schokolade mehr kaufen und wenn ich Verlangen nach Schokolade habe, etwas anderes Schönes tun.","change",0.9990322589874268,"Commitment",0.9987955093383789,NULL,NULL,"Goodbye","2023-07-27 14:49:07.953737","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
104,1,11,"2023-07-27 14:49:15.407893","start",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:49:17.559257","Hallo! Ich bin MIcha, dein Motivations-Chatbot. 
                            Mein Ziel ist es, dir dabei zu helfen, dein Verhalten zu reflektieren und dich dabei zu unterstützen dir einen Plan für deine Verhaltensänderung zu erarbeiten. 
                            Bitte denke über meine Fragen genau nach und sieh sie vorwiegend als Gedankenanstöße, die dich mental näher an dein Ziel bringen. 
                            Ich bin nicht dafür da, dir Tipps oder Handlungsempfehlungen zu geben, sondern dafür, dir über deine Beweggründe und Werte klar zu werden. 
                                
                            Über welche Verhaltensänderung möchtest du heute sprechen?",NULL,NULL
105,12,10,"2023-07-27 14:49:31.258458","weiß ich nicht","change",0.6282702684402466,"Reason",0.9969573020935059,"ability",0.9760684967041016,"Goodbye","2023-07-27 14:49:32.984442","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
106,2,11,"2023-07-27 14:49:47.251198","Ich möchte weniger prokrastinieren",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:49:48.842191","Du möchtest also weniger prokrastinieren. Kannst du mir etwas darüber erzählen, warum dir diese Veränderung wichtig ist?",NULL,NULL
107,8,9,"2023-07-27 14:49:55.809958","ich entscheide selbst, was ich zu Hause habe an Zutaten und kann z.B. für mehrer Tage kochen. Unterwegs bin ich auf das vorhandene Nagebot abgewiesen und auf die Meinunngen der anderen","change",0.9987459182739258,"Taking Steps",0.9656999707221985,NULL,NULL,"Hypothetical","2023-07-27 14:50:03.991701","Du hast also das Gefühl, dass du zu Hause mehr Kontrolle über deine Ernährung hast, weil du entscheiden kannst, was du einkaufst und kochst. Was könnten Strategien sein, um diese Kontrolle auch in anderen Situationen zu bewahren","schlecht/unpassend","Ich finde die Antwort gerade sehr anstrengend... wenn ich das wüsste bräuchte ich evtl keine Hilfe!?"
108,3,11,"2023-07-27 14:50:08.917283","Zu viel Ablenkung bei der Arbeit. Ineffizient.",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:50:12.191877","Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?",NULL,NULL
109,4,11,"2023-07-27 14:50:19.301343","4",NULL,0,NULL,0,NULL,0,NULL,"2023-07-27 14:50:20.887504","Eine 4. Das klingt als stündest du dieser Veränderung nicht allzu zuversichtlich gegenüber. Erzähl mir bitte mehr über deine Einstellung. Warum hast du keinen höheren oder niedrigeren Wert angegeben?",NULL,NULL
110,5,11,"2023-07-27 14:50:39.310588","Habe es schon öfter versucht.","change",0.9990230798721313,"Taking Steps",0.6507959961891174,NULL,NULL,"Reviewing Past Successes","2023-07-27 14:50:49.528086","Es ist verständlich, dass wiederholte Versuche, die nicht die gewünschten Ergebnisse erzielt haben, Zweifel an der eigenen Fähigkeit zur Veränderung verursachen können. Aber daran erinnern, dass du schon erfolgreich Veränderungen vorgenommen hast, kann hilfreich sein. Kannst du an ein Beispiel denken, bei dem du erfolgreich eine Verhaltensänderung herbeiführen konntest","gut/hilfreich","Die Antwort geht auf meine Aussage ein."
111,9,9,"2023-07-27 14:51:40.765662","keine Ahnung","change",0.9817774295806885,"Reason",0.9972596168518066,"General Reason",0.9907436966896057,"Digging Deep","2023-07-27 14:51:48.473731","Es scheint eine Herausforderung für dich zu sein, Strategien zu finden, die dir helfen, auch außerhalb deines Zuhauses gesünder zu essen. Kannst du eine Situation beschreiben, in der du das Gefühl hattest, du hättest dich gesünder ernähren können","gut/hilfreich",NULL
112,6,11,"2023-07-27 14:51:45.665748","Nein","change",0.935725748538971,"Reason",0.9909908771514893,"desire",0.41457483172416687,"Exploring Goals and Values","2023-07-27 14:51:51.180017","Es ist in Ordnung, wenn dir gerade kein Beispiel einfällt. Wie würdest du dein Leben anders gestalten, wenn das Prokrastinieren kein Problem mehr für dich wäre","gut/hilfreich","Passt"
113,7,11,"2023-07-27 14:52:36.05917","Ich würde mehr erledigen können und wäre zufriedener.","change",0.997956395149231,"Reason",0.9988651275634766,"General Reason",0.9945778846740723,"Continuing the Paragraph","2023-07-27 14:52:43.918484","Es klingt, als ob das Prokrastinieren eine Hürde für dich ist, um deine Ziele zu erreichen und Zufriedenheit zu empfinden. Bei der Überwindung dieser Hürde könnten dir möglicherweise Unterstützung und Strategien helfen. Was denkst du","gut/hilfreich","Vage, aber okay."
114,8,11,"2023-07-27 14:53:18.859831","Vielleicht.","change",0.9980606436729431,"Reason",0.9535385966300964,"desire",0.7542634010314941,"Exploring Goals and Values","2023-07-27 14:53:26.63395","Es ist ein guter Schritt, sich diese Möglichkeit offen zu halten. Es ist wichtig zu bedenken, dass jede kleine Veränderung einen Unterschied machen kann. Wie würdest du dich fühlen, wenn du weniger prokrastinieren würdest","schlecht/unpassend","Es wurde nicht weiter auf die Unterstützung / Strategien / Möglichkeiten eingegangen."
115,10,9,"2023-07-27 14:53:31.855898","beim Besuch im Biergarten, da es dort hauptsächlich Ungesundes gibt","change",0.6973913908004761,"Reason",0.9570452570915222,"General Reason",0.9882206916809082,"Summary","2023-07-27 14:53:40.420928","Lass mich unser bisheriges Gespräch zusammenfassen. Du hast also bemerkt, dass es im Biergarten hauptsächlich ungesunde Optionen gibt. Wie könntest du in solchen Situationen anders handeln, um deine Ernährungsziele zu erreichen Habe ich noch etwas vergessen?","schlecht/unpassend","wir drehen uns im Kreis"
116,9,11,"2023-07-27 14:54:31.117335","Gut. Aber was sind die Strategien?","sustain",0.9851717948913574,"Reason",0.9879653453826904,"General Reason",0.9517834186553955,"Affirmation","2023-07-27 14:54:41.356283","Es ist toll, dass du dir die Auswirkungen vorstellen kannst, die weniger Prokrastinieren auf dein Wohlbefinden haben könnte. Lass uns weiter darüber nachdenken, wie du diese positive Veränderung erreichen könntest. Was könntest du tun, um weniger zu prokrastinieren","schlecht/unpassend","Geht nicht auf meine Frage ein."
117,11,9,"2023-07-27 14:54:43.582498","ich weiß nicht, du bist der Computer","sustain",0.9931702613830566,"Reason",0.9967389702796936,"General Reason",0.9587628245353699,"Next Steps","2023-07-27 14:54:45.53811","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","schlecht/unpassend","Da ich davon ausging, dass der Chatbot mir helfen soll, Wege zur konsequenterer Ernährung zu finden, hilft das irgendwie gerade gar nicht....."
118,10,11,"2023-07-27 14:55:54.504881","Bitte antworte auf meine Frage nach den Strategien.","change",0.9984341263771057,"Commitment",0.7783383727073669,NULL,NULL,"Summary","2023-07-27 14:56:09.165549","Lass mich unser bisheriges Gespräch zusammenfassen. Entschuldigung, wenn ich deine Frage bisher nicht beantwortet habe. Einige Strategien, die Menschen oft hilfreich finden, umfassen das Setzen von klaren Zielen, das Aufteilen von Aufgaben in kleinere, handhabbare Teile, das Nutzen von Belohnungen zur Motivationssteigerung und das Erstellen eines Zeitplans oder einer To-Do-Liste. Es könnte auch hilfreich sein, eine klare Arbeitsumgebung zu schaffen und Ablenkungen zu minimieren. Welche dieser Strategien erscheint dir als am hilfreichsten? Habe ich noch etwas vergessen?","gut/hilfreich","Geht auf meine Frage ein."
119,12,9,"2023-07-27 14:55:56.915155","sag du es mir","sustain",0.5471934676170349,"Commitment",0.7211272120475769,NULL,NULL,"Goodbye","2023-07-27 14:55:59.340549","Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",NULL,NULL
120,11,11,"2023-07-27 14:57:16.261953","Belohnungen","change",0.9911122918128967,"Reason",0.9835897088050842,"General Reason",0.8944521546363831,"Next Steps","2023-07-27 14:57:17.980361","Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.","schlecht/unpassend","Ich fühle mich allein gelassen. Wieder kein konkretes Beispiel."
